77 main Blvd,01545,https://www.zillow.com/homedetails/77-Main-Blvd-Shrewsbury-MA-01545/56723432_zpid/
73 main Blvd,01545,https://www.zillow.com/homedetails/73-Main-Blvd-Shrewsbury-MA-01545/56723431_zpid/
75 main Blvd,01545,Data not available
